,title,brand,category_name,group_name
281,"""istore ringer led indication caller id telephone corded landline phone(nickel)""","""Istore""","""Other Phones""","""Electronics"""
282,"""istore kx-t555 jumbo lcd telephone corded landline phone(red)""","""Istore""","""Other Phones""","""Electronics"""
283,"""orpat 1010 corded landline phone(burgandy)""","""Orpat""","""Other Phones""","""Electronics"""
284,"""istore kx-t777 caller id telephone corded landline phone(bronze)""","""Istore""","""Other Phones""","""Electronics"""
285,"""orpat 1010 corded landline phone(t.blue)""","""Orpat""","""Other Phones""","""Electronics"""
286,"""vmore caller id telephone kx-t777 corded landline phone(bronze)""","""Vmore""","""Other Phones""","""Electronics"""
287,"""orpat 1010 corded landline phone(brown)""","""Orpat""","""Other Phones""","""Electronics"""
288,"""orpat 3665 corded landline phone(grey)""","""Orpat""","""Other Phones""","""Electronics"""
289,"""orpat 3565 corded landline phone(full black)""","""Orpat""","""Other Phones""","""Electronics"""
290,"""swarish telephone for office and home purpose corded landline phone(red)""","""Swarish""","""Other Phones""","""Electronics"""
291,"""swarish kx-t777 telephone(copper) corded landline phone(multicolor)""","""Swarish""","""Other Phones""","""Electronics"""
292,"""swarish telephone for office and home corded landline phone(black)""","""Swarish""","""Other Phones""","""Electronics"""
293,"""swarish telephone corded landline phone(cream)""","""Swarish""","""Other Phones""","""Electronics"""
294,"""swarish telephone corded landline phone(red)""","""Swarish""","""Other Phones""","""Electronics"""
295,"""swarish office and home purpose telephone corded landline phone(blue)""","""Swarish""","""Other Phones""","""Electronics"""
296,"""swarish kx-t555cid telephone corded landline phone(white)""","""Swarish""","""Other Phones""","""Electronics"""
297,"""swarish oriental kx t-777 antique telephone corded landline phone(bronze)""","""Swarish""","""Other Phones""","""Electronics"""
298,"""beetel m78 corded landline phone(black)""","""Beetel""","""Other Phones""","""Electronics"""
299,"""panasonic kx-tg3651 2.4 ghz digital cordless phone(black)""","""Panasonic""","""Other Phones""","""Electronics"""
300,"""big square sim card based cordless landline phone(white)""","""Big Square""","""Other Phones""","""Electronics"""
301,"""alcatel t20 corded landline phone(black)""","""Alcatel""","""Other Phones""","""Electronics"""
302,"""panasonic kx-tg3600sx cordless landline phone(silver)""","""Panasonic""","""Other Phones""","""Electronics"""
303,"""big square ets5623 sim card based cordless landline phone(black)""","""Big Square""","""Other Phones""","""Electronics"""
304,"""beetel b26 corded landline phone(black)""","""Beetel""","""Other Phones""","""Electronics"""
305,"""panasonic kx-ts880mxwd corded landline phone(white)""","""Panasonic""","""Other Phones""","""Electronics"""
306,"""beetel b25 corded landline phone(black)""","""Beetel""","""Other Phones""","""Electronics"""
307,"""beetel b11 corded landline phone(dark blue)""","""Beetel""","""Other Phones""","""Electronics"""
308,"""italish orientel kx-t1588cid telephone corded landline phone(white)""","""ITALISH""","""Other Phones""","""Electronics"""
309,"""beetel b11 corded landline phone(black)""","""Beetel""","""Other Phones""","""Electronics"""
310,"""beetel b11 corded landline phone(dark red)""","""Beetel""","""Other Phones""","""Electronics"""
311,"""panasonic kx-tg3611sxm cordless landline phone(grey)""","""Panasonic""","""Other Phones""","""Electronics"""
312,"""beetel m75 corded landline phone(black)""","""Beetel""","""Other Phones""","""Electronics"""
313,"""huawei ets3125i cordless landline phone(white)""","""Huawei""","""Other Phones""","""Electronics"""
314,"""panasonic kxtg-3711sx cordless landline phone(silver)""","""Panasonic""","""Other Phones""","""Electronics"""
315,"""sonics ht-288 corded landline phone(black)""","""Sonics""","""Other Phones""","""Electronics"""
316,"""sonics cl-502 cordless landline phone(black)""","""Sonics""","""Other Phones""","""Electronics"""
317,"""sonics ht-288 corded landline phone(white)""","""Sonics""","""Other Phones""","""Electronics"""
318,"""sonics ht-888 corded landline phone(black)""","""Sonics""","""Other Phones""","""Electronics"""
319,"""sonics ht-288 corded landline phone(green)""","""Sonics""","""Other Phones""","""Electronics"""
320,"""sonics ht-888 corded landline phone(golden)""","""Sonics""","""Other Phones""","""Electronics"""
321,"""sonics ht-888 corded landline phone(silver)""","""Sonics""","""Other Phones""","""Electronics"""
322,"""sonics ht-9501 corded landline phone(white)""","""Sonics""","""Other Phones""","""Electronics"""
323,"""sonics ht-818 corded landline phone(black)""","""Sonics""","""Other Phones""","""Electronics"""
324,"""sonics ss-916 corded landline phone(black)""","""Sonics""","""Other Phones""","""Electronics"""
325,"""sonics ht-818 corded landline phone(white)""","""Sonics""","""Other Phones""","""Electronics"""
326,"""sonics ht-829 corded landline phone(white)""","""Sonics""","""Other Phones""","""Electronics"""
327,"""sonics ht-288 corded landline phone(maroon)""","""Sonics""","""Other Phones""","""Electronics"""
328,"""sonics ht-288 corded landline phone(blue)""","""Sonics""","""Other Phones""","""Electronics"""
329,"""panasonic kxtg-3721sx cordless digital landline phone(black)""","""Panasonic""","""Other Phones""","""Electronics"""
330,"""grandstream gxp1610 corded landline phone(black)""","""Grandstream""","""Other Phones""","""Electronics"""
331,"""grandstream gxp1625 corded landline phone(black)""","""Grandstream""","""Other Phones""","""Electronics"""
332,"""grandstream gxp1615 corded landline phone(black)""","""Grandstream""","""Other Phones""","""Electronics"""
333,"""grandstream gxp2170 corded landline phone(black)""","""Grandstream""","""Other Phones""","""Electronics"""
334,"""panasonic kx-tg3551sxt cordless landline phone(black)""","""Panasonic""","""Other Phones""","""Electronics"""
335,"""panasonic kx-ts560mx corded landline phone(white)""","""Panasonic""","""Other Phones""","""Electronics"""
336,"""italish home official white landline telephone corded landline phone(white)""","""Italish""","""Other Phones""","""Electronics"""
337,"""panasonic kxtg3412 bxh cordless landline phone(black)""","""Panasonic""","""Other Phones""","""Electronics"""
338,"""interio crafts ic-t1 corded landline phone with answering machine(brown)""","""Interio Crafts""","""Other Phones""","""Electronics"""
339,"""gigaset a450 cordless landline phone(white grey)""","""Gigaset""","""Other Phones""","""Electronics"""
340,"""panasonic kx-ts3282b corded & cordless landline phone(black)""","""Panasonic""","""Other Phones""","""Electronics"""
341,"""big square f501 wireless gsm corded & cordless landline phone(black)""","""Big Square""","""Other Phones""","""Electronics"""
342,"""big square f501 wireless gsm corded & cordless landline phone(white)""","""Big Square""","""Other Phones""","""Electronics"""
343,"""panasonic kx-prs120 corded & cordless landline phone(black)""","""Panasonic""","""Other Phones""","""Electronics"""
344,"""panasonic kx-tg3551sxw cordless landline phone(white)""","""Panasonic""","""Other Phones""","""Electronics"""
345,"""panasonic kx-tg3551sxm cordless landline phone(metallic grey)""","""Panasonic""","""Other Phones""","""Electronics"""
346,"""panasonic kx-tg3552sxw cordless landline phone(white)""","""Panasonic""","""Other Phones""","""Electronics"""
347,"""panasonic kx-tg3821sxb cordless landline phone(black)""","""Panasonic""","""Other Phones""","""Electronics"""
348,"""panasonic kx-tg2712 cordless landline phone(black)""","""Panasonic""","""Other Phones""","""Electronics"""
349,"""royal handicrafts kz2569 corded landline phone(golden)""","""Royal Handicrafts""","""Other Phones""","""Electronics"""
350,"""huawei f501 wireless gsm landline phone cordless landline phone(white)""","""Huawei""","""Other Phones""","""Electronics"""
351,"""orpat 1010 corded landline phone(black)""","""Orpat""","""Other Phones""","""Electronics"""
352,"""binatone spirit 111 corded landline phone(black)""","""Binatone""","""Other Phones""","""Electronics"""
353,"""grandstream gxv3275 corded landline phone(black)""","""Grandstream""","""Other Phones""","""Electronics"""
354,"""sai ram wireless gsm cordless landline phone\u00a0\u00a0(black) 03 cordless landline phone(black)""","""Sai Ram""","""Other Phones""","""Electronics"""
355,"""beetel x77 cordless landline phone(silver & black)""","""Beetel""","""Other Phones""","""Electronics"""
356,"""royal handicrafts kz2568 corded landline phone(black, golden)""","""Royal Handicrafts""","""Other Phones""","""Electronics"""
357,"""grandstream gxp3240 corded landline phone(black)""","""Grandstream""","""Other Phones""","""Electronics"""
358,"""beetel m51 corded landline phone corded landline phone(grey)""","""Beetel""","""Other Phones""","""Electronics"""
359,"""sai ram wirecell-1t cordless landline phone\u00a0\u00a0(white) cordless landline phone(white)""","""Sai Ram""","""Other Phones""","""Electronics"""
360,"""sai ram ets 5623 sim card enabled rechargeable cordless landline phone\u00a0\u00a0(black) cordless landline phone(black)""","""Sai Ram""","""Other Phones""","""Electronics"""
361,"""sai ram \u00a0f317 sim enabled cordless with fm radio landphone corded landline phone\u00a0\u00a0(white) cordless landline phone(white)""","""Sai Ram""","""Other Phones""","""Electronics"""
362,"""sai ram f501 wireless gsm landline phone cordless landline phone\u00a0\u00a0(white) cordless landline phone(white)""","""Sai Ram""","""Other Phones""","""Electronics"""
363,"""motorola ct111i corded landline phone with answering machine(black)""","""Motorola""","""Other Phones""","""Electronics"""
364,"""sp ets3125i cordless landline phone(black)""","""SP""","""Other Phones""","""Electronics"""
365,"""beetel m71updated version with scheme corded landline phone(white)""","""BEETEL""","""Other Phones""","""Electronics"""
366,"""beetel m71 updated version with scheme corded landline phone(white)""","""BEETEL""","""Other Phones""","""Electronics"""
367,"""a connect z f316 acz-ar cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
368,"""a connect z 5623 phzr-01 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
369,"""a connect z f316 hw phone-109 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
370,"""orpat 1000-lr corded landline phone(t.blue)""","""Orpat""","""Other Phones""","""Electronics"""
371,"""abee cute orange cat designer corded landline phone(multicolor)""","""Abee""","""Other Phones""","""Electronics"""
372,"""abee cute orange cat design corded landline phone(multicolor)""","""Abee""","""Other Phones""","""Electronics"""
373,"""royal handicrafts kz2575 corded landline phone(golden)""","""Royal Handicrafts""","""Other Phones""","""Electronics"""
374,"""a connect z f316 hw phone-104 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
375,"""desi karigar antique telephone corded landline phone(brown, gold)""","""Desi Karigar""","""Other Phones""","""Electronics"""
376,"""desi karigar telephone showpiece corded landline phone(brown)""","""Desi Karigar""","""Other Phones""","""Electronics"""
377,"""olympia liberty cordless landline phone(black)""","""Olympia""","""Other Phones""","""Electronics"""
378,"""a connect z f316 hw phone-108 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
379,"""audioline ff 788 cordless landline phone(white, blue, yellow)""","""AUDIOLINE""","""Other Phones""","""Electronics"""
380,"""a connect z f316 hw phone-106 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
381,"""a connect z f316phn-108 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
382,"""a connect z 3125i hw phone-113 cordless landline phone with answering machine(black)""","""A Connect Z""","""Other Phones""","""Electronics"""
383,"""a connect z f316 acz-ar cordless landline phone with answering machine(black)""","""A Connect Z""","""Other Phones""","""Electronics"""
384,"""a connect z f316 acz stud cordless landline phone with answering machine(black)""","""A Connect Z""","""Other Phones""","""Electronics"""
385,"""a connect z f316 ph-05 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
386,"""interio crafts ict232322 corded landline phone(red)""","""Interio Crafts""","""Other Phones""","""Electronics"""
387,"""a connect z f316 ph-10 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
388,"""a connect z f316 ph-01 cordless landline phone with answering machine(white)""","""A Connect Z""","""Other Phones""","""Electronics"""
389,"""interio crafts red retro office landline 1990's corded landline phone(red)""","""Interio Crafts""","""Other Phones""","""Electronics"""
